periódicos, scielo_url, publicador, status
"Revista mexicana de astronomía y astrofísica", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0185-1101&lng=en", "Instituto de Astronomía, UNAM", "current"
"Revista mexicana de biodiversidad", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-3453&lng=en", "Instituto de Biología", "current"
"Revista mexicana de cardiología", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0188-2198&lng=en", "Asociación Nacional de Cardiólogos de México, Sociedad de Cardiología Intervencionista de México", "current"
"Revista mexicana de ciencias agrícolas", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=2007-0934&lng=en", "Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias", "suspended"
"Revista mexicana de ciencias farmacéuticas", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-0195&lng=en", "Asociación Farmacéutica Mexicana A.C.", "suspended"
"Revista mexicana de ciencias forestales", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=2007-1132&lng=en", "Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias", "current"
"Revista mexicana de ciencias geológicas", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1026-8774&lng=en", "Instituto de Geología, UNAM", "current"
"Revista mexicana de ciencias pecuarias", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=2007-1124&lng=en", "Instituto Nacional de Investigaciones Forestales, Agrícolas y Pecuarias", "current"
"Revista mexicana de ciencias políticas y sociales", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0185-1918&lng=en", "UNAM, Facultad de Ciencias Políticas y Sociales, División de Estudios de Posgrado", "current"
"Revista mexicana de economía y finanzas", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1665-5346&lng=en", "Instituto Mexicano de Ejecutivos de Finanzas, A. C.", "current"
"Revista mexicana de física", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0035-001X&lng=en", "Sociedad Mexicana de Física", "current"
"Revista mexicana de física E", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-3542&lng=en", "Sociedad Mexicana de Física", "current"
"Revista mexicana de fitopatología", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0185-3309&lng=en", "Sociedad Mexicana de Fitopatología A.C.", "current"
"Revista mexicana de ingeniería biomédica", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0188-9532&lng=en", "Sociedad Mexicana de Ingeniería Biomédica", "current"
"Revista mexicana de ingeniería química", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1665-2738&lng=en", "UAM, Unidad Iztapalapa, División de Ciencias Básicas e Ingeniería", "suspended"
"Revista mexicana de investigación educativa", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1405-6666&lng=en", "Consejo Mexicano de Investigación Educativa A.C.", "current"
"Revista mexicana de micología", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0187-3180&lng=en", "Sociedad Mexicana de Micología", "deceased"
"Revista mexicana de neurociencia", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1665-5044&lng=en", "Academia Mexicana de Neurología, A.C.", "current"
"Revista mexicana de opinión pública", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=2448-4911&lng=en", "Universidad Nacional Autónoma de México, Facultad de Ciencias Políticas y Sociales", "current"
"Revista Mexicana de Orientación Educativa", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1665-7527&lng=en", "Centro de Investigación y Formación para la Docencia y Orientación Educativa", "current"
"Revista mexicana de sociología", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=0188-2503&lng=en", "Instituto de Investigaciones Sociales, UNAM", "current"
"Revista mexicana de trastornos alimentarios", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=2007-1523&lng=en", "Universidad Nacional Autónoma de México, Facultad de Estudios Superiores Iztacala, Unidad de Investigación Interdisciplinaria en Ciencias de la Salud y la Educación", "current"
"Revista musical chilena", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0716-2790&lng=en", "Universidad de Chile, Facultad de Artes", "current"
"Revista MVZ Córdoba", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0122-0268&lng=en", "Universidad de Córdoba - Facultad de Medicina Veterinaria y Zootecnia.", "current"
"Revista Novedades en Población", "http://scielo.sld.cu/scielo.php?script=sci_serial&pid=1817-4078&lng=en", "Centro de Estudios Demográficos/UH", "current"
"Revista Nutrícias", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=2182-7230&lng=en", "Associação Portuguesa dos Nutricionistas", "deceased"
"Revista Odonto Ciência", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1980-6523&lng=en", "Pontifícia Universidade Católica do Rio Grande do Sul", "suspended"
"Revista odontológica mexicana", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-199X&lng=en", "Universidad Nacional Autónoma de México, Facultad de Odontología", "current"
"Revista Opinión Jurídica", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=1692-2530&lng=en", "Universidad de Medellín", "current"
"Revista Panamericana de Salud Pública", "http://www.scielosp.org/scielo.php?script=sci_serial&pid=1020-4989&lng=en", "Organización Panamericana de la Salud", "current"
"Revista Paulista de Enfermagem", "http://revodonto.bvsalud.org/scielo.php?script=sci_serial&pid=0100-8889&lng=en", "Associação Brasileira de Enfermagem", "suspended"
"Revista Paulista de Pediatria", "http://www.scielo.br/scielo.php?script=sci_serial&pid=0103-0582&lng=en", "Sociedade de Pediatria de São Paulo", "current"
"Revista Perspectivas", "http://www.scielo.org.bo/scielo.php?script=sci_serial&pid=1994-3733&lng=en", "Universidad Católica Boliviana San Pablo, Unidad Académica Regional Cochabamba", "current"
"Revista Peruana de Biología", "http://www.scielo.org.pe/scielo.php?script=sci_serial&pid=1727-9933&lng=en", "Universidad Nacional Mayor de San Marcos. Facultad de Ciencias Biológicas", "current"
"Revista Peruana de Ginecología y Obstetricia", "http://www.scielo.org.pe/scielo.php?script=sci_serial&pid=2304-5132&lng=en", "Sociedad Peruana de Obstetricia y Ginecología", "current"
"Revista Peruana de Medicina Experimental y Salud Pública", "http://www.scielosp.org/scielo.php?script=sci_serial&pid=1726-4634&lng=en", "Instituto Nacional de Salud", "current"
"Revista Pilquen", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1851-3123&lng=en", "Centro Regional Zona Atlántica, Universidad Nacional del Comahue", "current"
"Revista Polis e Psique", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=2238-152X&lng=en", "Programa de Pós-Graduação em Psicologia Social e Institucional da Universidade Federal do Rio Grande do Sul.", "current"
"Revista Politécnica", "http://scielo.senescyt.gob.ec/scielo.php?script=sci_serial&pid=1390-0129&lng=en", "Escuela Politécnica Nacional", "current"
"Revista Portuguesa de Ciências do Desporto", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1645-0523&lng=en", "Faculdade de Desporto da Universidade do Porto", "suspended"
"Revista Portuguesa de Cirurgia", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1646-6918&lng=en", "Sociedade Portuguesa de Cirurgia", "current"
"Revista Portuguesa de Clínica Geral", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0870-7103&lng=en", "Associação Portuguesa dos Médicos de Clínica Geral", "deceased"
"Revista Portuguesa de Educação", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0871-9187&lng=en", "Centro de Investigação em Educação. Instituto de Educação da Universidade do Minho", "current"
"Revista Portuguesa de Enfermagem de Saúde Mental", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1647-2160&lng=en", "Sociedade Portuguesa de Enfermagem de Saúde Mental", "current"
"Revista Portuguesa de História do Livro", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0874-1336&lng=en", "Centro de Estudos de História do Livro e da Edição (Associação)- CEHLE", "suspended"
"Revista Portuguesa de Imunoalergologia", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0871-9721&lng=en", "Sociedade Portuguesa de Alergologia e Imunologia Clínica", "current"
"Revista Portuguesa de Medicina Geral e Familiar", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=2182-5173&lng=en", "Associação Portuguesa de Medicina Geral e Familiar", "current"
"Revista Portuguesa de Ortopedia e Traumatologia", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=1646-2122&lng=en", "Sociedade Portuguesa de Ortopedia e Traumatologia", "current"
"Revista Portuguesa de Pneumologia", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0873-2159&lng=en", "Sociedade Portuguesa de Pneumologia", "suspended"
"Revista Portuguesa de Saúde Pública", "http://www.scielo.mec.pt/scielo.php?script=sci_serial&pid=0870-9025&lng=en", "Escola Nacional de Saúde Pública", "deceased"
"Revista psicodebate: psicología, cultura y sociedad.", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2451-6600&lng=en", "Universidad de Palermo; Facultad de Ciencias Sociales", "current"
"Revista Psicologia e Saúde", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=2177-093X&lng=en", "Universidade Católica Dom Bosco, Programa de Mestrado e Doutorado em Psicologia", "current"
"Revista Psicologia Organizações e Trabalho", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1984-6657&lng=en", "Associação Brasileira de Psicologia Organizacional e do Trabalho (SBPOT)", "current"
"Revista Psicologia Política", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1519-549X&lng=en", "Associação Brasileira de Psicologia Política", "current"
"Revista Psicopedagogia", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=0103-8486&lng=en", "Associacao Brasileira de Psicopedagogia", "current"
"Revista pueblos y fronteras digital", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=1870-4115&lng=en", "Universidad Nacional Autónoma de México, Centro de Investigaciones Multidisciplinarias sobre Chiapas y la Frontera Sur", "current"
"Revista Puertorriqueña de Psicología", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=1946-2026&lng=en", "Asociación de Psicología de Puerto Rico", "current"
"Revista Reflexiones", "http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=1659-2859&lng=en", "Universidad de Costa Rica, Facultad de Ciencias Sociales", "current"
"Revista Rupturas", "http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=2215-2466&lng=en", " Universidad Estatal a Distancia (UNED)", "current"
"Revista SAAP", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1853-1970&lng=en", "Sociedad Argentina de Análisis Político", "current"
"Revista Salud Uninorte", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0120-5552&lng=en", "Fundación Universidad del Norte, División de Ciencias de la", "current"
"Revista signos", "http://www.scielo.cl/scielo.php?script=sci_serial&pid=0718-0934&lng=en", "Pontificia Universidad Católica de Valparaíso. Instituto de Literatura y Ciencias del Lenguaje", "current"
"Revista Subjetividades", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=2359-0769&lng=en", "Universidade de Fortaleza, Programa de Pós-Graduação em Psicologia", "current"
"Revista Sul-Americana de Psicologia", "http://pepsic.bvsalud.org/scielo.php?script=sci_serial&pid=2318-650X&lng=en", "Centro Universitário Salesiano de São Paulo - UNISAL", "current"
"Revista Técnica de la Facultad de Ingeniería Universidad del Zulia", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0254-0770&lng=en", "Facultad de Ingeniería, Universidad del Zulia", "current"
"Revista Tecnología en Marcha", "http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=0379-3982&lng=en", "Instituto Tecnológico de Costa Rica", "current"
"Revista Turismo em Análise", "", "Universidade de São Paulo", "current"
"Revista U.D.C.A Actualidad & Divulgación Científica", "http://www.scielo.org.co/scielo.php?script=sci_serial&pid=0123-4226&lng=en", "Universidad de Ciencias Aplicadas y Ambientales", "current"
"Revista Universidad y Sociedad", "http://scielo.sld.cu/scielo.php?script=sci_serial&pid=2218-3620&lng=en", "Editorial Universo Sur", "current"
"Revista Universitaria de Geografía", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-4265&lng=en", "Departamento de Geografía y Turismo. Universidad Nacional del Sur.", "current"
"Revista Uruguaya de Antropología y Etnografía", "http://www.scielo.edu.uy/scielo.php?script=sci_serial&pid=2393-6886&lng=en", "Instituto de Antropología. Facultad de Humanidades y Ciencias de la Educación. UdelaR.", "current"
"Revista Uruguaya de Cardiología", "http://www.scielo.edu.uy/scielo.php?script=sci_serial&pid=1688-0420&lng=en", "Sociedad Uruguaya de Cardiología", "current"
"Revista Uruguaya de Ciencia Política", "http://www.scielo.edu.uy/scielo.php?script=sci_serial&pid=1688-499X&lng=en", "Universidad de la República. Facultad de Ciencias Sociales. Instituto de Ciencia Política.", "current"
"Revista Uruguaya de Medicina Interna", "http://www.scielo.edu.uy/scielo.php?script=sci_serial&pid=2393-6797&lng=en", "Sociedad de Medicina Interna del Uruguay", "current"
"Revista Venezolana de Economía y Ciencias Sociales", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1315-6411&lng=en", "Universidad Central de Venezuela, Caracas", "suspended"
"Revista Venezolana de Endocrinología y Metabolismo", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1690-3110&lng=en", "Sociedad Venezolana de Endocrinología y Metabolismo", "current"
"Revista Venezolana de Estudios de la Mujer", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1316-3701&lng=en", "Universidad Central de Venezuela. Centro de Estudios de la Mujer", "suspended"
"Revista Venezolana de Gerencia", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=1315-9984&lng=en", "UNIVERSIDAD ZULIA", "suspended"
"Revista Venezolana de Oncología", "http://www.scielo.org.ve/scielo.php?script=sci_serial&pid=0798-0582&lng=en", " Casa publicadora Ateproca C.A", "current"
"Revista veterinaria", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1669-6840&lng=en", "Universidad Nacional del Nordeste, Facultad de Ciencias Veterinarias", "current"
"Revistas de Ciencias Administrativas y Financieras de la Seguridad Social", "http://www.scielo.sa.cr/scielo.php?script=sci_serial&pid=1409-1259&lng=en", "Editorial Nacional de Salud y Seguridad Social", "suspended"
"RGO - Revista Gaúcha de Odontologia", "http://www.scielo.br/scielo.php?script=sci_serial&pid=1981-8637&lng=en", "Faculdade São Leopoldo Mandic", "current"
"RIA. Revista de investigaciones agropecuarias", "http://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1669-2314&lng=en", "Instituto Nacional de Tecnologia Agropecuaria (INTA)", "current"
"RIDE. Revista Iberoamericana para la Investigación y el Desarrollo Educativo", "http://www.scielo.org.mx/scielo.php?script=sci_serial&pid=2007-7467&lng=en", "Centro de Estudios e Investigaciones para el Desarrollo Docente A.C.", "current"
